rgn_id;rgn_name;año;area_km2;%
31;Rio Verde;2019;2557,6;41,2
32;San Gregorio;2019;0,0;0,0
33;San Juan de la Costa;2019;4,4;0,4
34;Timaukel;2019;321,4;9,7
35;Torres del Paine;2019;6,9;4,6
36;Tortel;2019;14251,6;91,9
1;Ancud;2020;410,6;82,0
2;Aysen;2020;10314,7;71,2
3;Cabo de Hornos;2020;15424,7;83,7
4;Calbuco;2020;0,9;0,2
5;Castro;2020;261,6;93,6
6;Chaiten;2020;371,7;31,4
7;Chonchi;2020;92,2;39,8
8;Cisnes;2020;5224,2;57,3
9;Cochamo;2020;12,0;4,4
10;Curaco de Velez;2020;22,4;24,8
11;Dalcahue;2020;112,5;60,3
12;Fresia;2020;0,1;0,1
13;Guaitecas;2020;4,4;0,5
14;Hualaihue;2020;378,5;59,4
15;Laguna Blanca;2020;0,0;0,0
16;Los Muermos;2020;0,0;0,0
17;Maullin;2020;0,8;0,3
18;Natales;2020;21095,7;47,4
19;Porvenir;2020;4,6;0,7
20;Primavera;2020;97,4;12,7
21;Puerto Montt;2020;2,2;0,8
22;Puerto Varas;2020;3,2;4,7
23;Punta Arenas;2020;16044,2;83,4
24;Puqueldon;2020;34,5;37,1
25;Purranque;2020;0,5;0,5
26;Queilen;2020;234,4;73,4
27;Quellon;2020;379,5;30,0
28;Quemchi;2020;316,2;86,2
29;Quinchao;2020;226,9;85,7
30;Rio Negro;2020;12,2;19,4
31;Rio Verde;2020;2557,6;41,2
32;San Gregorio;2020;0,0;0,0
33;San Juan de la Costa;2020;4,5;0,4
34;Timaukel;2020;321,5;9,7
35;Torres del Paine;2020;26,6;17,8
36;Tortel;2020;14251,6;91,9
1;Ancud;2021;410,6;82,0
2;Aysen;2021;10314,7;71,2
3;Cabo de Hornos;2021;15424,7;83,7
4;Calbuco;2021;0,9;0,2
5;Castro;2021;261,6;93,6
6;Chaiten;2021;372,4;31,5
7;Chonchi;2021;92,2;39,8
8;Cisnes;2021;5224,2;57,3
9;Cochamo;2021;12,0;4,4
10;Curaco de Velez;2021;22,4;24,9
11;Dalcahue;2021;112,5;60,3
12;Fresia;2021;0,1;0,1
13;Guaitecas;2021;4,4;0,5
14;Hualaihue;2021;378,6;59,4
15;Laguna Blanca;2021;0,0;0,1
16;Los Muermos;2021;0,0;0,0
17;Maullin;2021;0,8;0,3
18;Natales;2021;21095,7;47,4
19;Porvenir;2021;4,6;0,7
20;Primavera;2021;97,4;12,7
21;Puerto Montt;2021;2,2;0,8
22;Puerto Varas;2021;3,2;4,7
23;Punta Arenas;2021;16044,3;83,4
24;Puqueldon;2021;34,5;37,1
25;Purranque;2021;0,5;0,6
26;Queilen;2021;234,4;73,4
27;Quellon;2021;379,7;30,0
28;Quemchi;2021;316,2;86,2
29;Quinchao;2021;227,0;85,7
30;Rio Negro;2021;12,3;19,4
31;Rio Verde;2021;2557,6;41,2
32;San Gregorio;2021;0,0;0,0
33;San Juan de la Costa;2021;4,5;0,4
34;Timaukel;2021;321,5;9,7
35;Torres del Paine;2021;26,6;17,8
36;Tortel;2021;14251,6;91,9
