"rgn_id","sector","year","wage_usd"
35,"Alojamiento",2017,65424
35,"Alojamiento",2018,12267
35,"Alojamiento",2019,8178
35,"Alojamiento",2020,0
35,"Alojamiento",2021,0
36,"Alojamiento",2017,65424
36,"Alojamiento",2018,12267
36,"Alojamiento",2019,8178
36,"Alojamiento",2020,0
36,"Alojamiento",2021,0
36,"Turismo",2017,65424
36,"Turismo",2018,12267
36,"Turismo",2019,8178
36,"Turismo",2020,0
36,"Turismo",2021,0
36,"Acuicultura",2017,65424
36,"Acuicultura",2018,12267
36,"Acuicultura",2019,8178
36,"Acuicultura",2020,0
36,"Acuicultura",2021,0
36,"Pesca",2017,65424
36,"Pesca",2018,12267
36,"Pesca",2019,8178
36,"Pesca",2020,0
36,"Pesca",2021,0
36,"Transporte",2017,65424
36,"Transporte",2018,12267
36,"Transporte",2019,8178
36,"Transporte",2020,0
36,"Transporte",2021,0
36,"Turismo",2017,65424
36,"Turismo",2018,12267
36,"Turismo",2019,8178
36,"Turismo",2020,0
36,"Turismo",2021,0
36,"Alojamiento",2017,65424
36,"Alojamiento",2018,12267
36,"Alojamiento",2019,8178
36,"Alojamiento",2020,0
36,"Alojamiento",2021,0
