"","Comuna","YearRPA","N_births","CumSum","ind_rate","perct","normperct"
"123","CALBUCO",2022,2,4530,0.000441501103752759,0.0441403663650408,0.00115340253748558
"124","CASTRO",1992,43,43,1,3.97779833487512,0.125766871165644
"125","CASTRO",1993,48,91,0.527472527472527,4.44033302497687,0.141104294478528
"126","CASTRO",1994,6,97,0.0618556701030928,0.555041628122109,0.0122699386503067
"127","CASTRO",1995,4,101,0.0396039603960396,0.370027752081406,0.00613496932515338
"128","CASTRO",1996,2,103,0.0194174757281553,0.185013876040703,0
"129","CASTRO",1997,3,106,0.0283018867924528,0.277520814061055,0.00306748466257669
"130","CASTRO",1998,9,115,0.0782608695652174,0.832562442183164,0.0214723926380368
"131","CASTRO",1999,8,123,0.0650406504065041,0.740055504162812,0.0184049079754601
"132","CASTRO",2000,6,129,0.0465116279069767,0.555041628122109,0.0122699386503067
"133","CASTRO",2001,18,147,0.122448979591837,1.66512488436633,0.049079754601227
"134","CASTRO",2002,12,159,0.0754716981132075,1.11008325624422,0.0306748466257669
"135","CASTRO",2003,7,166,0.0421686746987952,0.647548566142461,0.0153374233128834
"136","CASTRO",2004,14,180,0.0777777777777778,1.29509713228492,0.0368098159509202
"137","CASTRO",2005,12,192,0.0625,1.11008325624422,0.0306748466257669
"138","CASTRO",2006,22,214,0.102803738317757,2.03515263644773,0.0613496932515337
"139","CASTRO",2007,8,222,0.036036036036036,0.740055504162812,0.0184049079754601
"140","CASTRO",2008,6,228,0.0263157894736842,0.555041628122109,0.0122699386503067
"141","CASTRO",2009,18,246,0.0731707317073171,1.66512488436633,0.049079754601227
"142","CASTRO",2010,22,268,0.082089552238806,2.03515263644773,0.0613496932515337
"143","CASTRO",2011,28,296,0.0945945945945946,2.59019426456984,0.0797546012269939
"144","CASTRO",2012,15,311,0.0482315112540193,1.38760407030527,0.0398773006134969
"145","CASTRO",2013,4,315,0.0126984126984127,0.370027752081406,0.00613496932515338
"146","CASTRO",2014,48,363,0.132231404958678,4.44033302497687,0.141104294478528
"147","CASTRO",2015,84,447,0.187919463087248,7.77058279370953,0.251533742331288
"148","CASTRO",2016,328,775,0.423225806451613,30.3422756706753,1
"149","CASTRO",2017,132,907,0.145534729878721,12.2109158186864,0.398773006134969
"150","CASTRO",2018,42,949,0.0442571127502634,3.88529139685476,0.122699386503067
"151","CASTRO",2019,35,984,0.0355691056910569,3.2377428307123,0.101226993865031
"152","CASTRO",2020,28,1012,0.0276679841897233,2.59019426456984,0.0797546012269939
"153","CASTRO",2021,69,1081,0.0638297872340425,6.38297872340426,0.205521472392638
"154","CHAITÉN",1992,52,52,1,4.81036077705828,0.472222222222222
"155","CHAITÉN",1993,24,76,0.315789473684211,2.22016651248844,0.212962962962963
"156","CHAITÉN",1994,18,94,0.191489361702128,1.66512488436633,0.157407407407407
"157","CHAITÉN",1995,6,100,0.06,0.555041628122109,0.0462962962962963
"158","CHAITÉN",1996,29,129,0.224806201550388,2.68270120259019,0.259259259259259
"159","CHAITÉN",1997,26,155,0.167741935483871,2.40518038852914,0.231481481481481
"160","CHAITÉN",1998,51,206,0.247572815533981,4.71785383903793,0.462962962962963
"161","CHAITÉN",1999,67,273,0.245421245421245,6.19796484736355,0.611111111111111
"162","CHAITÉN",2000,27,300,0.09,2.49768732654949,0.240740740740741
"163","CHAITÉN",2001,81,381,0.21259842519685,7.49306197964847,0.740740740740741
"164","CHAITÉN",2002,48,429,0.111888111888112,4.44033302497687,0.435185185185185
"165","CHAITÉN",2003,55,484,0.113636363636364,5.08788159111933,0.5
"166","CHAITÉN",2004,18,502,0.0358565737051793,1.66512488436633,0.157407407407407
"167","CHAITÉN",2005,14,516,0.0271317829457364,1.29509713228492,0.12037037037037
"168","CHAITÉN",2006,52,568,0.0915492957746479,4.81036077705828,0.472222222222222
"169","CHAITÉN",2007,18,586,0.0307167235494881,1.66512488436633,0.157407407407407
"170","CHAITÉN",2008,27,613,0.0440456769983687,2.49768732654949,0.240740740740741
"171","CHAITÉN",2009,28,641,0.0436817472698908,2.59019426456984,0.25
"172","CHAITÉN",2010,52,693,0.075036075036075,4.81036077705828,0.472222222222222
"173","CHAITÉN",2011,66,759,0.0869565217391304,6.1054579093432,0.601851851851852
"174","CHAITÉN",2012,10,769,0.0130039011703511,0.925069380203515,0.0833333333333333
"175","CHAITÉN",2013,25,794,0.0314861460957179,2.31267345050879,0.222222222222222
"176","CHAITÉN",2014,51,845,0.0603550295857988,4.71785383903793,0.462962962962963
"177","CHAITÉN",2015,65,910,0.0714285714285714,6.01295097132285,0.592592592592593
"178","CHAITÉN",2016,109,1019,0.106967615309127,10.0832562442183,1
"179","CHAITÉN",2017,21,1040,0.0201923076923077,1.94264569842738,0.185185185185185
"180","CHAITÉN",2018,26,1066,0.024390243902439,2.40518038852914,0.231481481481481
"181","CHAITÉN",2019,5,1071,0.00466853408029879,0.462534690101758,0.037037037037037
"182","CHAITÉN",2020,4,1075,0.00372093023255814,0.370027752081406,0.0277777777777778
"183","CHAITÉN",2021,5,1080,0.00462962962962963,0.462534690101758,0.037037037037037
"184","CHONCHI",1992,21,21,1,1.86500888099467,0.12987012987013
"185","CHONCHI",1993,21,42,0.5,1.86500888099467,0.12987012987013
"186","CHONCHI",1994,2,44,0.0454545454545455,0.177619893428064,0.00649350649350649
"187","CHONCHI",1995,7,51,0.137254901960784,0.621669626998224,0.038961038961039
"188","CHONCHI",1996,1,52,0.0192307692307692,0.088809946714032,0
"189","CHONCHI",1997,1,53,0.0188679245283019,0.088809946714032,0
"190","CHONCHI",1998,9,62,0.145161290322581,0.799289520426288,0.051948051948052
"191","CHONCHI",1999,3,65,0.0461538461538462,0.266429840142096,0.012987012987013
"192","CHONCHI",2000,5,70,0.0714285714285714,0.44404973357016,0.025974025974026
"193","CHONCHI",2001,38,108,0.351851851851852,3.37477797513321,0.24025974025974
"194","CHONCHI",2002,37,145,0.255172413793103,3.28596802841918,0.233766233766234
"195","CHONCHI",2003,29,174,0.166666666666667,2.57548845470693,0.181818181818182
"196","CHONCHI",2004,10,184,0.0543478260869565,0.88809946714032,0.0584415584415584
"197","CHONCHI",2005,23,207,0.111111111111111,2.04262877442274,0.142857142857143
"198","CHONCHI",2006,75,282,0.265957446808511,6.6607460035524,0.480519480519481
"199","CHONCHI",2007,7,289,0.0242214532871972,0.621669626998224,0.038961038961039
"200","CHONCHI",2008,10,299,0.0334448160535117,0.88809946714032,0.0584415584415584
"201","CHONCHI",2009,55,354,0.155367231638418,4.88454706927176,0.350649350649351
"202","CHONCHI",2010,66,420,0.157142857142857,5.86145648312611,0.422077922077922
"203","CHONCHI",2011,78,498,0.156626506024096,6.92717584369449,0.5
"204","CHONCHI",2012,60,558,0.10752688172043,5.32859680284192,0.383116883116883
"205","CHONCHI",2013,51,609,0.083743842364532,4.52930728241563,0.324675324675325
"206","CHONCHI",2014,21,630,0.0333333333333333,1.86500888099467,0.12987012987013
"207","CHONCHI",2015,4,634,0.00630914826498423,0.355239786856128,0.0194805194805195
"208","CHONCHI",2016,75,709,0.105782792665726,6.6607460035524,0.480519480519481
"209","CHONCHI",2017,114,823,0.138517618469016,10.1243339253996,0.733766233766234
"210","CHONCHI",2018,39,862,0.0452436194895592,3.46358792184725,0.246753246753247
"211","CHONCHI",2019,98,960,0.102083333333333,8.70337477797513,0.62987012987013
"212","CHONCHI",2020,11,971,0.0113285272914521,0.976909413854352,0.064935064935065
"213","CHONCHI",2021,155,1126,0.13765541740675,13.765541740675,1
"214","CISNES",1992,163,163,1,17.1398527865405,1
"215","CISNES",1993,27,190,0.142105263157895,2.8391167192429,0.15
"216","CISNES",1994,24,214,0.11214953271028,2.52365930599369,0.13125
"217","CISNES",1995,25,239,0.104602510460251,2.62881177707676,0.1375
"218","CISNES",1996,33,272,0.121323529411765,3.47003154574132,0.1875
"219","CISNES",1997,24,296,0.0810810810810811,2.52365930599369,0.13125
"220","CISNES",1998,45,341,0.131964809384164,4.73186119873817,0.2625
"221","CISNES",1999,57,398,0.14321608040201,5.99369085173502,0.3375
"222","CISNES",2000,78,476,0.163865546218487,8.2018927444795,0.46875
"223","CISNES",2001,53,529,0.100189035916824,5.57308096740273,0.3125
"224","CISNES",2002,155,684,0.226608187134503,16.2986330178759,0.95
"225","CISNES",2003,21,705,0.0297872340425532,2.20820189274448,0.1125
"226","CISNES",2004,23,728,0.0315934065934066,2.41850683491062,0.125
"227","CISNES",2005,9,737,0.0122116689280868,0.946372239747634,0.0375
"228","CISNES",2006,7,744,0.00940860215053763,0.736067297581493,0.025
"229","CISNES",2007,3,747,0.00401606425702811,0.315457413249211,0
"230","CISNES",2008,8,755,0.0105960264900662,0.841219768664564,0.03125
"231","CISNES",2009,11,766,0.0143603133159269,1.15667718191377,0.05
"232","CISNES",2010,11,777,0.0141570141570142,1.15667718191377,0.05
"233","CISNES",2011,10,787,0.0127064803049555,1.0515247108307,0.04375
"234","CISNES",2012,8,795,0.010062893081761,0.841219768664564,0.03125
"235","CISNES",2013,7,802,0.00872817955112219,0.736067297581493,0.025
"236","CISNES",2014,22,824,0.0266990291262136,2.31335436382755,0.11875
"237","CISNES",2015,11,835,0.0131736526946108,1.15667718191377,0.05
"238","CISNES",2016,11,846,0.0130023640661939,1.15667718191377,0.05
"239","CISNES",2017,11,857,0.0128354725787631,1.15667718191377,0.05
"240","CISNES",2018,21,878,0.0239179954441913,2.20820189274448,0.1125
"241","CISNES",2019,34,912,0.037280701754386,3.5751840168244,0.19375
"242","CISNES",2020,23,935,0.0245989304812834,2.41850683491062,0.125
"243","CISNES",2021,16,951,0.0168243953732913,1.68243953732913,0.08125
"244","COCHAMÓ",1992,31,31,1,7.32860520094563,0.810810810810811
"245","COCHAMÓ",1993,13,44,0.295454545454545,3.07328605200946,0.324324324324324
"246","COCHAMÓ",1994,1,45,0.0222222222222222,0.236406619385343,0
"247","COCHAMÓ",1998,6,51,0.117647058823529,1.41843971631206,0.135135135135135
"248","COCHAMÓ",1999,34,85,0.4,8.03782505910165,0.891891891891892
"249","COCHAMÓ",2000,9,94,0.0957446808510638,2.12765957446809,0.216216216216216
"250","COCHAMÓ",2001,18,112,0.160714285714286,4.25531914893617,0.45945945945946
"251","COCHAMÓ",2002,38,150,0.253333333333333,8.98345153664303,1
"252","COCHAMÓ",2003,22,172,0.127906976744186,5.20094562647754,0.567567567567568
"253","COCHAMÓ",2004,17,189,0.0899470899470899,4.01891252955083,0.432432432432433
"254","COCHAMÓ",2005,11,200,0.055,2.60047281323877,0.27027027027027
"255","COCHAMÓ",2006,6,206,0.029126213592233,1.41843971631206,0.135135135135135
"256","COCHAMÓ",2007,11,217,0.0506912442396313,2.60047281323877,0.27027027027027
"257","COCHAMÓ",2008,19,236,0.0805084745762712,4.49172576832151,0.486486486486487
"258","COCHAMÓ",2009,9,245,0.036734693877551,2.12765957446809,0.216216216216216
"259","COCHAMÓ",2010,5,250,0.02,1.18203309692671,0.108108108108108
"260","COCHAMÓ",2011,5,255,0.0196078431372549,1.18203309692671,0.108108108108108
"261","COCHAMÓ",2012,12,267,0.0449438202247191,2.83687943262411,0.297297297297297
"262","COCHAMÓ",2013,7,274,0.0255474452554745,1.6548463356974,0.162162162162162
"263","COCHAMÓ",2014,14,288,0.0486111111111111,3.3096926713948,0.351351351351351
"264","COCHAMÓ",2015,10,298,0.0335570469798658,2.36406619385343,0.243243243243243
"265","COCHAMÓ",2016,19,317,0.0599369085173502,4.49172576832151,0.486486486486487
"266","COCHAMÓ",2017,20,337,0.0593471810089021,4.72813238770686,0.513513513513514
"267","COCHAMÓ",2018,33,370,0.0891891891891892,7.80141843971631,0.864864864864865
"268","COCHAMÓ",2019,21,391,0.0537084398976982,4.9645390070922,0.540540540540541
"269","COCHAMÓ",2020,5,396,0.0126262626262626,1.18203309692671,0.108108108108108
"270","COCHAMÓ",2021,27,423,0.0638297872340425,6.38297872340426,0.702702702702703
"271","CURACO DE VÉLEZ",2011,3,3,1,3.6144578313253,0.0769230769230769
"272","CURACO DE VÉLEZ",2013,2,5,0.4,2.40963855421687,0.0384615384615385
"273","CURACO DE VÉLEZ",2014,6,11,0.545454545454545,7.2289156626506,0.192307692307692
"274","CURACO DE VÉLEZ",2015,27,38,0.710526315789474,32.5301204819277,1
"275","CURACO DE VÉLEZ",2016,14,52,0.269230769230769,16.8674698795181,0.5
"276","CURACO DE VÉLEZ",2017,20,72,0.277777777777778,24.0963855421687,0.730769230769231
"277","CURACO DE VÉLEZ",2018,2,74,0.027027027027027,2.40963855421687,0.0384615384615385
"278","CURACO DE VÉLEZ",2019,2,76,0.0263157894736842,2.40963855421687,0.0384615384615385
"279","CURACO DE VÉLEZ",2020,1,77,0.012987012987013,1.20481927710843,0
"280","CURACO DE VÉLEZ",2021,6,83,0.072289156626506,7.2289156626506,0.192307692307692
"281","DALCAHUE",1992,131,131,1,12.970297029703,1
"282","DALCAHUE",1993,28,159,0.176100628930818,2.77227722772277,0.207692307692308
"283","DALCAHUE",1994,7,166,0.0421686746987952,0.693069306930693,0.0461538461538462
"284","DALCAHUE",1995,3,169,0.0177514792899408,0.297029702970297,0.0153846153846154
"285","DALCAHUE",1996,8,177,0.0451977401129944,0.792079207920792,0.0538461538461538
"286","DALCAHUE",1997,16,193,0.0829015544041451,1.58415841584158,0.115384615384615
"287","DALCAHUE",1998,78,271,0.287822878228782,7.72277227722772,0.592307692307692
"288","DALCAHUE",1999,30,301,0.0996677740863787,2.97029702970297,0.223076923076923
"289","DALCAHUE",2000,17,318,0.0534591194968553,1.68316831683168,0.123076923076923
"290","DALCAHUE",2001,58,376,0.154255319148936,5.74257425742574,0.438461538461538
"291","DALCAHUE",2002,42,418,0.100478468899522,4.15841584158416,0.315384615384615
"292","DALCAHUE",2003,14,432,0.0324074074074074,1.38613861386139,0.1
"293","DALCAHUE",2004,7,439,0.0159453302961276,0.693069306930693,0.0461538461538462
"294","DALCAHUE",2005,12,451,0.0266075388026608,1.18811881188119,0.0846153846153846
"295","DALCAHUE",2006,36,487,0.0739219712525667,3.56435643564356,0.269230769230769
"296","DALCAHUE",2007,10,497,0.0201207243460765,0.99009900990099,0.0692307692307692
"297","DALCAHUE",2008,8,505,0.0158415841584158,0.792079207920792,0.0538461538461538
"298","DALCAHUE",2009,47,552,0.0851449275362319,4.65346534653465,0.353846153846154
"299","DALCAHUE",2010,30,582,0.0515463917525773,2.97029702970297,0.223076923076923
"300","DALCAHUE",2011,60,642,0.0934579439252336,5.94059405940594,0.453846153846154
"301","DALCAHUE",2012,15,657,0.0228310502283105,1.48514851485149,0.107692307692308
"302","DALCAHUE",2013,15,672,0.0223214285714286,1.48514851485149,0.107692307692308
"303","DALCAHUE",2014,10,682,0.0146627565982405,0.99009900990099,0.0692307692307692
"304","DALCAHUE",2015,18,700,0.0257142857142857,1.78217821782178,0.130769230769231
"305","DALCAHUE",2016,77,777,0.0990990990990991,7.62376237623762,0.584615384615385
"306","DALCAHUE",2017,60,837,0.0716845878136201,5.94059405940594,0.453846153846154
"307","DALCAHUE",2018,32,869,0.0368239355581128,3.16831683168317,0.238461538461538
"308","DALCAHUE",2019,31,900,0.0344444444444444,3.06930693069307,0.230769230769231
"309","DALCAHUE",2020,35,935,0.0374331550802139,3.46534653465347,0.261538461538462
"310","DALCAHUE",2021,74,1009,0.0733399405351833,7.32673267326733,0.561538461538461
"311","DALCAHUE",2022,1,1010,0.00099009900990099,0.099009900990099,0
"312","FRESIA",1992,3,3,1,6.38297872340426,0.0769230769230769
"313","FRESIA",1993,2,5,0.4,4.25531914893617,0.0384615384615385
"314","FRESIA",2000,3,8,0.375,6.38297872340426,0.0769230769230769
"315","FRESIA",2002,1,9,0.111111111111111,2.12765957446809,0
"316","FRESIA",2003,27,36,0.75,57.4468085106383,1
"317","FRESIA",2004,10,46,0.217391304347826,21.2765957446809,0.346153846153846
"318","FRESIA",2016,1,47,0.0212765957446809,2.12765957446809,0
"319","GUAITECAS",1992,168,168,1,17.740232312566,1
"320","GUAITECAS",1993,75,243,0.308641975308642,7.91974656810982,0.44311377245509
"321","GUAITECAS",1994,27,270,0.1,2.85110876451954,0.155688622754491
"322","GUAITECAS",1995,5,275,0.0181818181818182,0.527983104540655,0.0239520958083832
"323","GUAITECAS",1996,5,280,0.0178571428571429,0.527983104540655,0.0239520958083832
"324","GUAITECAS",1997,5,285,0.0175438596491228,0.527983104540655,0.0239520958083832
"325","GUAITECAS",1998,21,306,0.0686274509803922,2.21752903907075,0.119760479041916
"326","GUAITECAS",1999,43,349,0.123209169054441,4.54065469904963,0.251497005988024
"327","GUAITECAS",2000,6,355,0.0169014084507042,0.633579725448786,0.029940119760479
"328","GUAITECAS",2001,24,379,0.0633245382585752,2.53431890179514,0.137724550898204
"329","GUAITECAS",2002,44,423,0.104018912529551,4.64625131995776,0.25748502994012
"330","GUAITECAS",2003,12,435,0.0275862068965517,1.26715945089757,0.0658682634730539
"331","GUAITECAS",2004,26,461,0.0563991323210412,2.7455121436114,0.149700598802395
"332","GUAITECAS",2005,33,494,0.0668016194331984,3.48468848996832,0.191616766467066
