"","Comuna","YearRPA","N_births","CumSum","ind_rate","perct","normperct"
"656","QUELLÓN",2017,93,4213,0.0220745312129124,1.97704081632653,0.164874551971326
"657","QUELLÓN",2018,218,4431,0.0491988264500113,4.6343537414966,0.388888888888889
"658","QUELLÓN",2019,71,4502,0.0157707685473123,1.5093537414966,0.125448028673835
"659","QUELLÓN",2020,102,4604,0.0221546481320591,2.16836734693878,0.181003584229391
"660","QUELLÓN",2021,97,4701,0.0206339076792172,2.06207482993197,0.172043010752688
"661","QUELLÓN",2022,2,4703,0.000425260472039124,0.0425170068027211,0.0017921146953405
"662","QUEMCHI",1992,86,86,1,5.44303797468354,0.226063829787234
"663","QUEMCHI",1993,20,106,0.188679245283019,1.26582278481013,0.050531914893617
"664","QUEMCHI",1994,12,118,0.101694915254237,0.759493670886076,0.0292553191489362
"665","QUEMCHI",1995,15,133,0.112781954887218,0.949367088607595,0.0372340425531915
"666","QUEMCHI",1996,11,144,0.0763888888888889,0.69620253164557,0.0265957446808511
"667","QUEMCHI",1997,16,160,0.1,1.0126582278481,0.0398936170212766
"668","QUEMCHI",1998,58,218,0.26605504587156,3.67088607594937,0.151595744680851
"669","QUEMCHI",1999,30,248,0.120967741935484,1.89873417721519,0.0771276595744681
"670","QUEMCHI",2000,29,277,0.104693140794224,1.83544303797468,0.074468085106383
"671","QUEMCHI",2001,69,346,0.199421965317919,4.36708860759494,0.180851063829787
"672","QUEMCHI",2002,62,408,0.151960784313725,3.92405063291139,0.162234042553191
"673","QUEMCHI",2003,34,442,0.0769230769230769,2.15189873417722,0.0877659574468085
"674","QUEMCHI",2004,10,452,0.0221238938053097,0.632911392405063,0.023936170212766
"675","QUEMCHI",2005,6,458,0.0131004366812227,0.379746835443038,0.0132978723404255
"676","QUEMCHI",2006,11,469,0.023454157782516,0.69620253164557,0.0265957446808511
"677","QUEMCHI",2007,34,503,0.0675944333996024,2.15189873417722,0.0877659574468085
"678","QUEMCHI",2008,15,518,0.028957528957529,0.949367088607595,0.0372340425531915
"679","QUEMCHI",2009,21,539,0.038961038961039,1.32911392405063,0.0531914893617021
"680","QUEMCHI",2010,1,540,0.00185185185185185,0.0632911392405063,0
"681","QUEMCHI",2011,210,750,0.28,13.2911392405063,0.555851063829787
"682","QUEMCHI",2012,27,777,0.0347490347490347,1.70886075949367,0.0691489361702128
"683","QUEMCHI",2013,2,779,0.00256739409499358,0.126582278481013,0.00265957446808511
"684","QUEMCHI",2014,27,806,0.0334987593052109,1.70886075949367,0.0691489361702128
"685","QUEMCHI",2015,33,839,0.0393325387365912,2.08860759493671,0.0851063829787234
"686","QUEMCHI",2016,377,1216,0.310032894736842,23.8607594936709,1
"687","QUEMCHI",2017,204,1420,0.143661971830986,12.9113924050633,0.539893617021276
"688","QUEMCHI",2018,19,1439,0.0132036136205698,1.20253164556962,0.0478723404255319
"689","QUEMCHI",2019,28,1467,0.0190865712338105,1.77215189873418,0.0718085106382979
"690","QUEMCHI",2020,36,1503,0.0239520958083832,2.27848101265823,0.0930851063829787
"691","QUEMCHI",2021,75,1578,0.0475285171102662,4.74683544303798,0.196808510638298
"692","QUEMCHI",2022,1,1579,0.000633312222925902,0.0632911392405063,0
"693","QUINCHAO",1992,31,31,1,2.82074613284804,0.169590643274854
"694","QUINCHAO",1993,6,37,0.162162162162162,0.545950864422202,0.0233918128654971
"695","QUINCHAO",1994,11,48,0.229166666666667,1.00090991810737,0.0526315789473684
"696","QUINCHAO",1996,3,51,0.0588235294117647,0.272975432211101,0.00584795321637427
"697","QUINCHAO",1997,2,53,0.0377358490566038,0.181983621474067,0
"698","QUINCHAO",1998,25,78,0.320512820512821,2.27479526842584,0.134502923976608
"699","QUINCHAO",1999,18,96,0.1875,1.63785259326661,0.0935672514619883
"700","QUINCHAO",2000,3,99,0.0303030303030303,0.272975432211101,0.00584795321637427
"701","QUINCHAO",2001,31,130,0.238461538461538,2.82074613284804,0.169590643274854
"702","QUINCHAO",2002,20,150,0.133333333333333,1.81983621474067,0.105263157894737
"703","QUINCHAO",2003,13,163,0.0797546012269939,1.18289353958144,0.064327485380117
"704","QUINCHAO",2004,7,170,0.0411764705882353,0.636942675159236,0.0292397660818714
"705","QUINCHAO",2005,6,176,0.0340909090909091,0.545950864422202,0.0233918128654971
"706","QUINCHAO",2006,5,181,0.0276243093922652,0.454959053685168,0.0175438596491228
"707","QUINCHAO",2007,4,185,0.0216216216216216,0.363967242948135,0.0116959064327485
"708","QUINCHAO",2009,42,227,0.185022026431718,3.82165605095541,0.233918128654971
"709","QUINCHAO",2010,15,242,0.0619834710743802,1.36487716105551,0.0760233918128655
"710","QUINCHAO",2011,108,350,0.308571428571429,9.82711555959964,0.619883040935673
"711","QUINCHAO",2012,9,359,0.0250696378830084,0.818926296633303,0.0409356725146199
"712","QUINCHAO",2013,3,362,0.00828729281767956,0.272975432211101,0.00584795321637427
"713","QUINCHAO",2014,62,424,0.14622641509434,5.64149226569609,0.350877192982456
"714","QUINCHAO",2015,154,578,0.26643598615917,14.0127388535032,0.888888888888889
"715","QUINCHAO",2016,173,751,0.230359520639148,15.7415832575068,1
"716","QUINCHAO",2017,74,825,0.0896969696969697,6.73339399454049,0.421052631578947
"717","QUINCHAO",2018,75,900,0.0833333333333333,6.82438580527753,0.426900584795322
"718","QUINCHAO",2019,27,927,0.029126213592233,2.45677888989991,0.146198830409357
"719","QUINCHAO",2020,56,983,0.0569684638860631,5.09554140127389,0.315789473684211
"720","QUINCHAO",2021,110,1093,0.10064043915828,10.0090991810737,0.631578947368421
"721","QUINCHAO",2022,6,1099,0.00545950864422202,0.545950864422202,0.0233918128654971
"722","RÍO NEGRO",2014,3,3,1,75,1
"723","RÍO NEGRO",2021,1,4,0.25,25,0
"724","RÍO VERDE",2018,8,8,1,25,0.333333333333333
"725","RÍO VERDE",2019,16,24,0.666666666666667,50,1
"726","RÍO VERDE",2020,4,28,0.142857142857143,12.5,0
"727","RÍO VERDE",2021,4,32,0.125,12.5,0
"728","SAN JUAN DE LA COSTA",1992,68,68,1,7.44797371303395,0.515384615384615
"729","SAN JUAN DE LA COSTA",1993,85,153,0.555555555555556,9.30996714129244,0.646153846153846
"730","SAN JUAN DE LA COSTA",1994,3,156,0.0192307692307692,0.328587075575027,0.0153846153846154
"731","SAN JUAN DE LA COSTA",1998,3,159,0.0188679245283019,0.328587075575027,0.0153846153846154
"732","SAN JUAN DE LA COSTA",1999,6,165,0.0363636363636364,0.657174151150055,0.0384615384615385
"733","SAN JUAN DE LA COSTA",2000,6,171,0.0350877192982456,0.657174151150055,0.0384615384615385
"734","SAN JUAN DE LA COSTA",2001,17,188,0.0904255319148936,1.86199342825849,0.123076923076923
"735","SAN JUAN DE LA COSTA",2002,131,319,0.410658307210031,14.3483023001095,1
"736","SAN JUAN DE LA COSTA",2003,79,398,0.198492462311558,8.65279299014239,0.6
"737","SAN JUAN DE LA COSTA",2004,58,456,0.12719298245614,6.3526834611172,0.438461538461539
"738","SAN JUAN DE LA COSTA",2005,7,463,0.0151187904967603,0.766703176341731,0.0461538461538462
"739","SAN JUAN DE LA COSTA",2006,8,471,0.0169851380042463,0.876232201533406,0.0538461538461538
"740","SAN JUAN DE LA COSTA",2007,22,493,0.0446247464503043,2.40963855421687,0.161538461538462
"741","SAN JUAN DE LA COSTA",2008,2,495,0.00404040404040404,0.219058050383352,0.00769230769230769
"742","SAN JUAN DE LA COSTA",2009,4,499,0.00801603206412826,0.438116100766703,0.0230769230769231
"743","SAN JUAN DE LA COSTA",2010,1,500,0.002,0.109529025191676,0
"744","SAN JUAN DE LA COSTA",2011,18,518,0.0347490347490347,1.97152245345016,0.130769230769231
"745","SAN JUAN DE LA COSTA",2012,30,548,0.0547445255474453,3.28587075575027,0.223076923076923
"746","SAN JUAN DE LA COSTA",2013,5,553,0.00904159132007233,0.547645125958379,0.0307692307692308
"747","SAN JUAN DE LA COSTA",2014,113,666,0.16966966966967,12.3767798466594,0.861538461538462
"748","SAN JUAN DE LA COSTA",2015,81,747,0.108433734939759,8.87185104052574,0.615384615384616
"749","SAN JUAN DE LA COSTA",2016,62,809,0.0766378244746601,6.7907995618839,0.469230769230769
"750","SAN JUAN DE LA COSTA",2017,35,844,0.0414691943127962,3.83351588170865,0.261538461538462
"751","SAN JUAN DE LA COSTA",2018,15,859,0.0174621653084983,1.64293537787514,0.107692307692308
"752","SAN JUAN DE LA COSTA",2019,14,873,0.0160366552119129,1.53340635268346,0.1
"753","SAN JUAN DE LA COSTA",2020,4,877,0.00456100342075257,0.438116100766703,0.0230769230769231
"754","SAN JUAN DE LA COSTA",2021,35,912,0.0383771929824561,3.83351588170865,0.261538461538462
"755","SAN JUAN DE LA COSTA",2022,1,913,0.00109529025191676,0.109529025191676,0
"756","TORTEL",1992,1,1,1,1.5625,0
"757","TORTEL",1999,17,18,0.944444444444444,26.5625,1
"758","TORTEL",2001,16,34,0.470588235294118,25,0.9375
"759","TORTEL",2002,11,45,0.244444444444444,17.1875,0.625
"760","TORTEL",2003,1,46,0.0217391304347826,1.5625,0
"761","TORTEL",2006,1,47,0.0212765957446809,1.5625,0
"762","TORTEL",2007,2,49,0.0408163265306122,3.125,0.0625
"763","TORTEL",2008,1,50,0.02,1.5625,0
"764","TORTEL",2012,1,51,0.0196078431372549,1.5625,0
"765","TORTEL",2013,1,52,0.0192307692307692,1.5625,0
"766","TORTEL",2016,2,54,0.037037037037037,3.125,0.0625
"767","TORTEL",2017,5,59,0.0847457627118644,7.8125,0.25
"768","TORTEL",2018,4,63,0.0634920634920635,6.25,0.1875
"769","TORTEL",2019,1,64,0.015625,1.5625,0
