"";"Comuna";"Year";"Gini_inv"
"601";"CABO DE HORNOS(NAVARINO)";2021;0,407130585910164
"602";"CALBUCO";2021;0,0981285087922039
"603";"CASTRO";2021;0,218530126607138
"604";"CHAITÉN";2021;0,215113606463093
"605";"CHONCHI";2021;0,260878473639803
"606";"CISNES";2021;0,409526295242234
"607";"COCHAMÓ";2021;0,357756671189507
"608";"CURACO DE VÉLEZ";2021;1
"609";"DALCAHUE";2021;0,269014659531219
"610";"GUAITECAS";2021;0,500051302941312
"611";"HUALAIHUÉ";2021;0,222653733825631
"612";"MAULLÍN";2021;0,351551127866955
"613";"NATALES";2021;0,455491378978166
"614";"PORVENIR";2021;0,498009425781092
"615";"PUERTO MONTT";2021;0,201859112776415
"616";"PUNTA ARENAS";2021;0,431946135031204
"617";"PUQUELDÓN";2021;0,806355751193329
"618";"PURRANQUE";2021;0,445945945945946
"619";"QUEILÉN";2021;0,244531182168132
"620";"QUELLÓN";2021;0,513493264968439
"621";"QUEMCHI";2021;0,273738870612533
"622";"QUINCHAO";2021;0,331988334534122
"623";"RÍO VERDE";2021;0,50605638381868
"624";"SAN JUAN DE LA COSTA";2021;0,540323324242534
"625";"TORTEL";2021;0,788334406118663
